"Rapport";"PeriodeFinanciere";"RSS";"CorrespEtabInstal";"NomAbreg";"Classe";"nomClasse";"Groupe";"GroupeDesc";"Statut";"ModFin";"Missions";"PLC";"LC";"P";"L";"C";"ValeurSaisie";"Chiffre"
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P14L05C04";"L05C04";"14";"05";"04";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P14L05C05";"L05C05";"14";"05";"05";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P14L05C06";"L05C06";"14";"05";"06";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L05C01";"L05C01";"15";"05";"01";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P14L01C06";"L01C06";"14";"01";"06";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L01C04";"L01C04";"15";"01";"04";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L03C05";"L03C05";"15";"03";"05";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L03C04";"L03C04";"15";"03";"04";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L03C03";"L03C03";"15";"03";"03";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L03C02";"L03C02";"15";"03";"02";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L03C01";"L03C01";"15";"03";"01";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L05C02";"L05C02";"15";"05";"02";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L01C05";"L01C05";"15";"01";"05";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L05C03";"L05C03";"15";"05";"03";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L01C03";"L01C03";"15";"01";"03";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L01C02";"L01C02";"15";"01";"02";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L01C01";"L01C01";"15";"01";"01";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L05C06";"L05C06";"15";"05";"06";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L05C05";"L05C05";"15";"05";"05";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L03C06";"L03C06";"15";"03";"06";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P15L01C06";"L01C06";"15";"01";"06";"0";0
"AS481";"2011-2012";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"0";0
"AS481";"2011-2012";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"0";0
"AS481";"2011-2012";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C01";"L01C01";"02";"01";"01";"4";4
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"0";0
"AS481";"2011-2012";"04";"12540340";"DOMREMY MAURICIE/CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"2";2
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"7";7
"AS481";"2011-2012";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C01";"L01C01";"02";"01";"01";"78";78
"AS481";"2011-2012";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"5";5
"AS481";"2011-2012";"12";"51232619";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C01";"L01C01";"02";"01";"01";"23";23
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C05";"L14C05";"02";"14";"05";"0";0
"AS481";"2011-2012";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"8";8
"AS481";"2011-2012";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2011-2012";"02";"11044187";"CSSS DOMAINE-DU-ROY";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C02";"L01C02";"02";"01";"02";"0";0
"AS481";"2011-2012";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2011-2012";"04";"12540340";"DOMREMY MAURICIE/CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"3";3
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2011-2012";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C02";"L01C02";"02";"01";"02";"29";29
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"0";0
"AS481";"2011-2012";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L15C05";"L15C05";"02";"15";"05";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C01";"L14C01";"02";"14";"01";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C03";"L13C03";"02";"13";"03";"0";0
"AS481";"2011-2012";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C04";"L13C04";"02";"13";"04";"3";3
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C04";"L13C04";"02";"13";"04";"1";1
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C04";"L13C04";"02";"13";"04";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C04";"L13C04";"02";"13";"04";"0";0
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C05";"L13C05";"02";"13";"05";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C05";"L13C05";"02";"13";"05";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C05";"L13C05";"02";"13";"05";"0";0
"AS481";"2011-2012";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C06";"L13C06";"02";"13";"06";"3";3
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C06";"L13C06";"02";"13";"06";"1";1
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C06";"L13C06";"02";"13";"06";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C05";"L14C05";"02";"14";"05";"0";0
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C01";"L14C01";"02";"14";"01";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C05";"L14C05";"02";"14";"05";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C01";"L14C01";"02";"14";"01";"0";0
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C02";"L14C02";"02";"14";"02";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C02";"L14C02";"02";"14";"02";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C02";"L14C02";"02";"14";"02";"0";0
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C03";"L14C03";"02";"14";"03";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C03";"L14C03";"02";"14";"03";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C03";"L14C03";"02";"14";"03";"0";0
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"0";0
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"0";0
"AS481";"2011-2012";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L01C03";"L01C03";"02";"01";"03";"5";5
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L13C06";"L13C06";"02";"13";"06";"0";0
"AS481";"2011-2012";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"6";6
"AS481";"2011-2012";"02";"11044187";"CSSS DOMAINE-DU-ROY";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C05";"L01C05";"02";"01";"05";"2";2
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2011-2012";"04";"12540340";"DOMREMY MAURICIE/CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"2";2
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2011-2012";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"9";9
"AS481";"2011-2012";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L01C06";"L01C06";"02";"01";"06";"9";9
"AS481";"2011-2012";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"45";45
"AS481";"2011-2012";"11";"11043445";"CSSS DE LA HAUTE-GASPESIE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C06";"L01C06";"02";"01";"06";"5";5
"AS481";"2011-2012";"12";"51232619";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2011-2012";"02";"11044187";"CSSS DOMAINE-DU-ROY";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C06";"L01C06";"02";"01";"06";"13";13
"AS481";"2011-2012";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2011-2012";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"17";17
"AS481";"2011-2012";"04";"12540340";"DOMREMY MAURICIE/CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"23";23
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"10";10
"AS481";"2011-2012";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"21";21
"AS481";"2011-2012";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C06";"L01C06";"02";"01";"06";"189";189
"AS481";"2011-2012";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"7";7
"AS481";"2011-2012";"12";"51232619";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C06";"L01C06";"02";"01";"06";"24";24
"AS481";"2011-2012";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"135";135
"AS481";"2011-2012";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L15C05";"L15C05";"02";"15";"05";"35";35
"AS481";"2011-2012";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"193";193
"AS481";"2011-2012";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L04C04";"L04C04";"02";"04";"04";"202";202
