"Rapport";"PeriodeFinanciere";"RSS";"CorrespEtabInstal";"NomAbreg";"Classe";"nomClasse";"Groupe";"GroupeDesc";"Statut";"ModFin";"Missions";"PLC";"LC";"P";"L";"C";"ValeurSaisie";"Chiffre"
"AS481";"2012-2013";"11";"11043445";"CSSS DE LA HAUTE-GASPESIE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C04";"L01C04";"02";"01";"04";"2";2
"AS481";"2012-2013";"11";"11043445";"CSSS DE LA HAUTE-GASPESIE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C03";"L01C03";"02";"01";"03";"2";2
"AS481";"2012-2013";"12";"51232619";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C01";"L01C01";"02";"01";"01";"31";31
"AS481";"2012-2013";"02";"11044187";"CSSS DOMAINE-DU-ROY";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C03";"L01C03";"02";"01";"03";"5";5
"AS481";"2012-2013";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"2";2
"AS481";"2012-2013";"04";"11044963";"CR EN DEPEND. DOMREMY-DE-LA-MAURICIE - CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"5";5
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"6";6
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"3";3
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"5";5
"AS481";"2012-2013";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C03";"L01C03";"02";"01";"03";"61";61
"AS481";"2012-2013";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"4";4
"AS481";"2012-2013";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"2";2
"AS481";"2012-2013";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L01C04";"L01C04";"02";"01";"04";"4";4
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C01";"L14C01";"02";"14";"01";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C03";"L01C03";"02";"01";"03";"3";3
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C05";"L14C05";"02";"14";"05";"0";0
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L02C01";"L02C01";"02";"02";"01";"2";2
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C01";"L14C01";"02";"14";"01";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C02";"L14C02";"02";"14";"02";"0";0
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C02";"L14C02";"02";"14";"02";"0";0
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C02";"L14C02";"02";"14";"02";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C03";"L14C03";"02";"14";"03";"0";0
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C03";"L14C03";"02";"14";"03";"0";0
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C03";"L14C03";"02";"14";"03";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"1";1
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"1";1
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C02";"L01C02";"02";"01";"02";"7";7
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C05";"L14C05";"02";"14";"05";"0";0
"AS481";"2012-2013";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L01C02";"L01C02";"02";"01";"02";"1";1
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C05";"L14C05";"02";"14";"05";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"1";1
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"1";1
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"0";0
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C06";"L14C06";"02";"14";"06";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"1";1
"AS481";"2012-2013";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C01";"L01C01";"02";"01";"01";"0";0
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"2";2
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C01";"L01C01";"02";"01";"01";"9";9
"AS481";"2012-2013";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C01";"L01C01";"02";"01";"01";"77";77
"AS481";"2012-2013";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C04";"L01C04";"02";"01";"04";"5";5
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L14C04";"L14C04";"02";"14";"04";"0";0
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C06";"L15C06";"02";"15";"06";"37";37
"AS481";"2012-2013";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"53";53
"AS481";"2012-2013";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L15C05";"L15C05";"02";"15";"05";"12";12
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"13";13
"AS481";"2012-2013";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L15C05";"L15C05";"02";"15";"05";"0";0
"AS481";"2012-2013";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"4";4
"AS481";"2012-2013";"04";"11044963";"CR EN DEPEND. DOMREMY-DE-LA-MAURICIE - CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"25";25
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"0";0
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"12";12
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"7";7
"AS481";"2012-2013";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L15C05";"L15C05";"02";"15";"05";"12";12
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"11";11
"AS481";"2012-2013";"12";"51232619";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L15C05";"L15C05";"02";"15";"05";"8";8
"AS481";"2012-2013";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C06";"L01C06";"02";"01";"06";"192";192
"AS481";"2012-2013";"04";"11044963";"CR EN DEPEND. DOMREMY-DE-LA-MAURICIE - CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C06";"L15C06";"02";"15";"06";"30";30
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C06";"L15C06";"02";"15";"06";"0";0
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C06";"L15C06";"02";"15";"06";"0";0
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C06";"L15C06";"02";"15";"06";"0";0
"AS481";"2012-2013";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L02C01";"L02C01";"02";"02";"01";"2";2
"AS481";"2012-2013";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L02C01";"L02C01";"02";"02";"01";"1";1
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L02C01";"L02C01";"02";"02";"01";"6";6
"AS481";"2012-2013";"11";"11043445";"CSSS DE LA HAUTE-GASPESIE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L02C01";"L02C01";"02";"02";"01";"1";1
"AS481";"2012-2013";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L02C01";"L02C01";"02";"02";"01";"7";7
"AS481";"2012-2013";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L02C01";"L02C01";"02";"02";"01";"1";1
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L09C01";"L09C01";"02";"09";"01";"0";0
"AS481";"2012-2013";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L15C05";"L15C05";"02";"15";"05";"11";11
"AS481";"2012-2013";"03";"11042777";"CENTRE DE READAPTATION EN DEPENDANCE DE QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"5";5
"AS481";"2012-2013";"02";"11044187";"CSSS DOMAINE-DU-ROY";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C04";"L01C04";"02";"01";"04";"8";8
"AS481";"2012-2013";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"5";5
"AS481";"2012-2013";"04";"11044963";"CR EN DEPEND. DOMREMY-DE-LA-MAURICIE - CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"13";13
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"9";9
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"3";3
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"5";5
"AS481";"2012-2013";"06";"15103658";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE INC.";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C04";"L01C04";"02";"01";"04";"24";24
"AS481";"2012-2013";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C04";"L01C04";"02";"01";"04";"4";4
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"1";1
"AS481";"2012-2013";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2012-2013";"04";"11044963";"CR EN DEPEND. DOMREMY-DE-LA-MAURICIE - CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"1";1
"AS481";"2012-2013";"12";"51232619";"CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE";"31";"CR";"80";"Centres privés conventionnés pour personnes alcooliques et autres personnes toxicomanes";"Privé";"Conventionné spécifique";"CR";"P02L01C06";"L01C06";"02";"01";"06";"33";33
"AS481";"2012-2013";"07";"14707475";"CENTRE DE READAPTATION EN DEPENDANCE DE L'OUTAOUAIS";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C05";"L01C05";"02";"01";"05";"0";0
"AS481";"2012-2013";"08";"16366114";"CENTRE NORMAND";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"9";9
"AS481";"2012-2013";"09";"11042819";"CENTRE DE PROTECTION ET DE READAPTATION DE LA COTE-NORD";"50";"CJ";"10";"Centres de protection de l'enfance et de la jeunesse";"Public";"À budget";"CPEJ-CR = CJ";"P02L01C06";"L01C06";"02";"01";"06";"8";8
"AS481";"2012-2013";"06";"11043072";"CENTRE DE READAPTATION EN DEPENDANCE DE MONTREAL";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"23";23
"AS481";"2012-2013";"11";"11043445";"CSSS DE LA HAUTE-GASPESIE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C06";"L01C06";"02";"01";"06";"4";4
"AS481";"2012-2013";"02";"11043833";"CSSS DE JONQUIERE";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C06";"L01C06";"02";"01";"06";"6";6
"AS481";"2012-2013";"02";"11044187";"CSSS DOMAINE-DU-ROY";"80";"CSSS";"10";"Centre publique de santé et de services sociaux";"Public";"À budget";"CLSC-CH-CHSLD-CR";"P02L01C06";"L01C06";"02";"01";"06";"13";13
"AS481";"2012-2013";"12";"11044658";"CENTRE DE READAPT. EN DEPEND. DE CHAUDIERE-APPALACHES";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"7";7
"AS481";"2012-2013";"04";"11044963";"CR EN DEPEND. DOMREMY-DE-LA-MAURICIE - CENTRE-DU-QUEBEC";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"21";21
"AS481";"2012-2013";"16";"12291761";"CENTRE DE READAPTATION FOSTER";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"16";16
"AS481";"2012-2013";"05";"12625653";"CENTRE DE READAPTATION EN DEPENDANCE DE L'ESTRIE";"31";"CR";"10";"Centres publics pour personnes alcooliques et autres personnes toxicomanes";"Public";"À budget";"CR";"P02L01C06";"L01C06";"02";"01";"06";"9";9
